# 数学者名 / Mathematicians
# reading	word	pos	flags
べっせる	Bessel	person
べっせる	ベッセル	person
べるぬーい	Bernoulli	person
べるぬーい	ベルヌーイ	person
べるんしゅたいん	Bernstein	person
べるんしゅたいん	ベルンシュタイン	person
べんかてしゅ	Venkatesh	person
べんかてしゅ	ヴェンカテシュ	person
ぺあの	Peano	person
ぺあの	ペアノ	person
ぺる	Pell	person
ぺる	ペル	person
ぺれるまん	Perelman	person
ぺれるまん	ペレルマン	person
ぺんろーず	Penrose	person
ぺんろーず	ペンローズ	person
ほいっとにー	Whitney	person
ほいっとにー	ホイットニー	person
ほかりしさんじ	Hokari	person
ほかりしさんじ	穂刈四三二	person
ほっじ	Hodge	person
ほっじ	ホッジ	person
ほっぷ	Hopf	person	common
ほっぷ	ホップ	person	common
ほっほしると	Hochschild	person
ほっほしると	ホッホシルト	person
ほわいとへっど	Whitehead	person
ほわいとへっど	ホワイトヘッド	person
ほーる	Hall	person	common
ほーる	ホール	person	common
ぼやい	Bolyai	person
ぼやい	ボヤイ	person
ぼるつぁーの	Bolzano	person
ぼるつぁーの	ボルツァーノ	person
ぼれる	Borel	person
ぼれる	ボレル	person
ぼろのい	Voronoi	person
ぼろのい	ボロノイ	person
ぼんね	Bonnet	person
ぼんね	ボンネ	person
ぼんびえり	Bombieri	person
ぼんびえり	ボンビエリ	person
ぼーちゃーず	Borcherds	person
ぼーちゃーず	ボーチャーズ	person
ぽあそん	Poisson	person
ぽあそん	ポアソン	person
ぽあんかれ	Poincare	person
ぽあんかれ	Poincaré	person
ぽあんかれ	ポアンカレ	person
ぽんすれ	Poncelet	person
ぽんすれ	ポンスレ	person
ぽんとりゃーぎん	Pontryagin	person
ぽんとりゃーぎん	ポントリャーギン	person
まきすみしょうたろう	Makisumi	person
まきすみしょうたろう	牧角章太郎	person
まくれーん	Mac Lane	person
まくれーん	マクレーン	person
まくろーりん	Maclaurin	person
まくろーりん	マクローリン	person
まこーれー	Macaulay	person
まこーれー	マコーレー	person
まっくれーん	Mac Lane	person
まっくれーん	マックレーン	person
まぶちとしき	Mabuchi	person
まぶちとしき	満渕俊樹	person
まるぐりす	Margulis	person
まるぐりす	マルグリス	person
まるこふ	Markov	person
まるこふ	マルコフ	person
まんふぉーど	Mumford	person
まんふぉーど	マンフォード	person
まーだば	Madhava	person
まーだば	マーダヴァ	person
みぞはたしげる	Mizohata	person
みぞはたしげる	溝畑茂	person
みったくれふらー	Mittag-Leffler	person
みったくれふらー	ミッタク・レフラー	person
みやおかよういち	Miyaoka	person
みやおかよういち	宮岡洋一	person
みやおかれいこ	Miyaoka	person
みやおかれいこ	宮岡礼子	person
みやじあつこ	Miyaji	person
みやじあつこ	宮地充子	person
みるざはに	Mirzakhani	person
みるざはに	ミルザハニ	person
みるなー	Milnor	person
みるなー	ミルナー	person
みるまん	Milman	person
みるまん	ミルマン	person
みわてつじ	Miwa	person
みわてつじ	三輪哲二	person
みんこふすきー	Minkowski	person
みんこふすきー	ミンコフスキー	person
むかいしげる	Mukai	person
むかいしげる	向井茂	person
むーあ	Moore	person	common
むーあ	ムーア	person	common
めいえ	Meyer	person
めいえ	メイエ	person
めいざー	Mazur	person
めいざー	メイザー	person
めいなーど	Maynard	person
めいなーど	メイナード	person
めねらうす	Menelaus	person
めねらうす	メネラウス	person
めびうす	Mobius	person
めびうす	Möbius	person
めびうす	メビウス	person
めるせんぬ	Mersenne	person
めるせんぬ	メルセンヌ	person
めんがー	Menger	person
めんがー	メンガー	person
もあぶる	de Moivre	person
もあぶる	モアブル	person
